date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:05	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:05%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.svg	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/opentable-icons.svg	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:05	1495/1495	---M-Z	200	added ('OK')	image/svg+xml	etag:%227e657546667ce2457aefe70af33b3a1b%22	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.svg	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/opentable-icons.svg	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:06	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:06%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:06	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:06	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:06%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:06	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:06	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:07%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:07	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:07	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:07	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:07	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:08	64791/64791	---M-Z	200	added ('OK')	image/svg+xml	etag:%2277798fed01e166395196311ad1e01a10%22	http://assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.svg	C:/ArtSite/Art/assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.svg	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
